Image Name,Index class,Index prefix,Index name,2022
page_64.png,Social,"Percentage of operations with implemented local community engagement, impact assessments and/or development programmes",Operations with significant actual and potential negative impacts on local communities,0
page_65.png,Social,Total number of employees,,
page_66.png,Social,Professionals/Managers,Male,
page_67.png,Social,Number of recordable work-related injuries,For all employees,8
page_68.png,Social,"Slip, trip & fall",Incident analysis by injury type,6%
page_69.png,Social,GRI 401-1,Total employee turnover,"{'Male (%) - <30yrs': '16.53%', 'Female (%) - <30yrs': '14.99%', 'Total Male (absolute number) - <30yrs': '920', 'Total Female (absolute number) - <30yrs': '834', 'Male (%) - 30-50yrs': '32.03%', 'Female (%) - 30-50yrs': '24.12%', 'Total Male (absolute number) - 30-50yrs': '1,782', 'Total Female (absolute number) - 30-50yrs': '1,342', 'Male (%) - >50yrs': '8.05%', 'Female (%) - >50yrs': '4.28%', 'Total Male (absolute number) - >50yrs': '448', 'Total Female (absolute number) - >50yrs': '238', 'Total Male (%)': '56.61%', 'Total Female (%)': '43.39%', 'Total Male (absolute number)': '3,150', 'Total Female (absolute number)': '2,414'}"
page_70.png,,,,
page_71.png,Governance,Collaboration with Solar Energy Research Institute of Singapore (SERIS),SunPower Maxeon 3 modules installed,220
page_72.png,,,,
page_73.png,,,,
page_74.png,Governance,Governance structure and composition,Independent directors,3
page_75.png,,,,
page_76.png,Business integrity and ethics,Confirmed incidents of corruption and actions taken,Confirmed incidents of corruption and actions taken,0
page_77.png,Governance,GRI 205-2,Total number of employees in each employee category,"{'Executive leadership': '7', 'Professional/manager': '476', 'Technical, production and administrative': '4570'}"
page_78.png,,,,
page_79.png,,,,
page_80.png,Governance,"Product quality, reliability and safety",Defective parts per million in sales contracts (DPPM),
page_81.png,,,,
page_82.png,,,,
page_83.png,,,,
page_84.png,,,,
page_85.png,Governance,NPS score,Customer Health,NA
page_86.png,,,,
page_87.png,,,,
