Image Name,Index class,Index prefix,Index name,2021
page_47.png,Supplier Assessment,,,"[308-1, 308-2, 414-1, 414-2]"
page_48.png,Social,Supporting Smallholders,Plasma Smallholders Enrolled,94%
page_49.png,Consumer Health,HACCP Certification,PT Adhitya Serayakorita,
page_50.png,Certification Status of RSPO and ISPO,Percentage of certified plantation area,RSPO,10%
page_51.png,,,,
page_52.png,,,,
page_53.png,Stakeholder Engagement,Banks and financial institutions,Engagement Methods,"Website (regularly), SGXNET (periodic), Annual Report (yearly), Sustainability Report (yearly), One-on-one communication (as required)"
page_54.png,Stakeholder Groups,Customers,Topics and Concerns Raised,"First Resourcesâ€?sustainability commitments, initiatives and progress; Customersâ€?traceability requirements; Grievances lodged by stakeholders on First Resourcesâ€?operations or suppliers such as deforestation and labour issues"
page_55.png,Materiality and Stakeholder Engagement,FIRST RESOURCES LIMITED SUSTAINABILITY REPORT 2021,Material Topics/Concerns Raised,
page_56.png,Organisational Profile,102-1,Name of the organisation,1
page_57.png,Governance,102-18,Governance structure,7; Annual Report 2021: 24
page_58.png,General Disclosure,GRI 102: General Disclosures 2016,Entities included in the consolidated financial statements,1; Annual Report 2021: 65-68
page_59.png,Environmental Management,GRI 103: Management Approach 2016,Explanation of the material topic and its Boundary,"9, 17"
page_60.png,Environmental Management,Protection of High Carbon Stock (HCS) forests (Material topic),GRI 103: Management Approach 2016,"9, 17"
page_61.png,Community Engagement and Development,GRI 203: Indirect Economic Impacts 2016,203-1 Infrastructure investments and services supported,31-33
page_62.png,Employee Relations and Workplace,Gender Equality and Inclusion (Relevant topic),GRI 103: Management Approach 2016,103-1 Explanation of the material topic and its Boundary - Page 37
page_63.png,,,,
page_64.png,Supply Chain Traceability,GRI 103: Management Approach 2016,103-1 Explanation of the material topic and its Boundary,"9, 43"
page_65.png,Greenhouse Gas Emissions,FB-AG-110a.1,Gross global Scope 1 emissions,23
page_66.png,Environmental & Social Impacts of Ingredient Supply Chain,FB-AG-430a.1,"Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard, and percentages by standard",Percentage (%) by cost
page_67.png,,,,
page_68.png,,,,
page_69.png,,,,
