Image Name,Index class,Index prefix,Index name,2023
page_73.png,Organizational Capabilities,Eligible employees completing leadership development programme,By 2025 and 2030 respectively,90% and 95%
page_74.png,Social,Management approach,Career development sessions,"In 2023, we curated additional career development sessions specifically designed to enable women in our workplace. We crafted and delivered two career development sessions aimed at providing female employees with insight into maximising their potential and career at Maxeon."
page_75.png,,,,
page_76.png,Social,DEI,Board diversity statement,
page_77.png,Social,Women@Maxeon development session,Session for leaders: â€˜Defining and developing your leadership styleâ€?81,
page_78.png,Social,Talent Acquisition,Diversity and inclusion courses participation,N/A
page_79.png,Social,Total number of employees that were entitled to parental leave,Male,"1,044"
page_80.png,Social,Employees: % of employees by gender,2023,"58% Male, 42% Female"
page_81.png,,,,
page_82.png,Community,Employee volunteerism program,Maxeon Gives,N/A
page_83.png,Community investment,Singapore,National University of Singapore - Picolove Project,
page_84.png,Social,Volunteering Event,Happy Childrenâ€™s Day,"{'Date': 'Q1', 'Impact area': 'Gender Equity', 'Participants': '14', 'Hours of Volunteering': '56'}"
page_85.png,Community investment,Park renovation,Total people participated,75
page_86.png,Social,Community investment,Park renovation,
page_87.png,Social,Employee volunteerism in action: United States,Toys for Tots,N/A
page_88.png,Social,Impact Area,Gender Equity,82.5
page_89.png,Social,Maxeon volunteering days,Target for 2025 and 2030,"Increase to 5,000 in 2025, and 7,500 by 2030"
page_90.png,Social,Total number of employees,,
page_91.png,Professionals/Managers,Male,,67%
page_92.png,Governance,Introduction,Governance,N/A
page_93.png,Governance,Maxeon at the World Solar Challenge,Teams,N/A
page_94.png,,,,
page_95.png,Governance,Compensation Committee,Executive Compensation program,Not applicable
page_96.png,Governance,GRI 2-9: Governance structure and composition,Executive directors,1
page_97.png,Governance,Business integrity and ethics,Management approach,N/A
page_98.png,Governance,Our initiatives,2024 MAXEON SOLAR TECHNOLOGIES,98
page_99.png,GRI 205-3,Confirmed incidents of corruption,Confirmed incidents of corruption,0
page_100.png,Operations,GRI 205-1,Total number of operations,14
page_101.png,GRI 205-2,Total number in each employee category,Executive leadership,9
page_102.png,GRI 206-1,"Legal actions for anti-competitive behavior, anti-trust and monopoly practices",Number of legal actions pending or completed during the reporting period regarding anti-competitive behavior and violations of anti-trust and monopoly legislation,
page_103.png,Supplier social assessment,Percentage of new suppliers screened using a social criteria,,100%
page_104.png,,,,
page_105.png,ISO Certification,ISO9001:2015,Quality Management Systems,
page_106.png,Performance highlights,DPPM score achieved in 2023,QRS products,99
page_107.png,Material Importance,Empowered Countries,Consumption of sustainable energy,100+
page_108.png,N/A,N/A,N/A,N/A
page_109.png,Performance,Maxeon 7 solar panel at,Efficiency in third quarter of this year,24.10%
page_110.png,Customer engagement and satisfaction,Our installation experience survey,Conducted one month post installation,
page_111.png,Customer engagement and satisfaction,Warranty claim rates,SunPower vs. Conventional Panels,25
page_112.png,Customer engagement and satisfaction,NPS score,Customer health,N/A
page_113.png,,,,
page_114.png,,,,
