Image Name,Index class,Index prefix,Index name,2024
page_62.png,Low carbon technologies to support decarbonization objectives,122,,
page_63.png,Objectives 2025,,"of renewable electricity generation capacity (hydraulic, solar, wind)",50 GW
page_64.png,Capacity,Solar Power,Capacity in operation,"6,859 MW"
page_65.png,Onshore Wind Power,Capacity in operation,Worldwide,"14,347 MW"
page_66.png,Offshore Wind Power,Capacity in operation,Europe,"1,462 MW"
page_67.png,Hydropower,Capacity in operation,Total,"17,393 MW"
page_68.png,Europe,Pumped Storage Power,Belgium,"1,113 MW / 48 MW"
page_69.png,Batteries,Capacity in operation,,"1,256 MW"
page_70.png,,,,
page_71.png,Capacity in operation,Biomethane,Europe,851 GWh/year
page_72.png,,,,
page_73.png,,,,
page_74.png,,,,
