Image Name,Index class,Index prefix,Index name,2021
page_81.png,Safety Performance,Managed Properties,Working Hours,"755,378"
page_82.png,Support,Fund donation,Migrant Workers,"88,000"
page_83.png,Safety Performance,Major Injury Rates at Construction Sites,"No. of major workplace injuries per 100,000 persons employed",0
page_84.png,Total Numbers of Employees,Year,2019,403
page_85.png,Employee Details,Number of Full-time Employees,Total,412
page_86.png,Employee Involuntary Turnover Rate (%),Employee Involuntary Turnover Rate (%),,3.8
page_87.png,Employee Demographics,Managers,Total,264
page_88.png,Racial Diversity,Total number of employees,Total,415
page_89.png,,,,
page_90.png,Employee Training Hours,Female,Total No. of Training Hours,"11,709"
page_91.png,,,,
page_92.png,Shared Value,Economic and Social,Amassing,
page_93.png,,,,
page_94.png,Financial,Revenue,Year,"$3,429 m"
page_95.png,Social,Number of employee volunteer manhours,Volunteer engagement,"2,277"
page_96.png,Promoting Environmental Awareness and Zero Waste,Key Initiatives,"Australian Bushfire Emergency Response, 10 to 17 January 2020","More than $40,000 raised"
page_97.png,Active Thought Leadership in Sustainability and Responsible Business Practices,CDL Senior Management spoke at,local and international platforms,83
page_98.png,,,,
page_99.png,Empowering Youths and Women as Sustainability Champions,Youth4Climate Concert 2020,Recognising youths' role in a sustainable future,N/A
page_100.png,Trade and Industry Associations,Arc Children’s Centre,CDL Representation,"Mr Chia Ngiang Hong, Chairman"
page_101.png,Economic and Social Value,Organisation,Ministry of Sustainability and the Environment �?SG Eco Fund,"Ms Esther An, Member, Corporate Advisory Committee"
page_102.png,,,,
page_103.png,Economic,financing,cumulative amount,$1.3 billion
page_104.png,Strategy,Participation in the adoption of an ambitious emissions reduction target,Pioneer batch of 87 global companies,2019
page_105.png,Not available,Not available,Not available,Not available
page_106.png,Metrics and Targets,Carbon emissions intensity reduction target,Scope 1 and 2 emissions,59% by 2030
page_107.png,Energy Management,"Energy consumption data coverage as a percentage of total floor area, by property subsector (%)",Office,100.00%
page_108.png,Water Management,"Water withdrawal data coverage as a percentage of total floor area, by property subsector (%)",Office,28.50%
page_109.png,Management of Tenant Sustainability Impacts,"Percentage of tenants that are separately metered or submetered for grid electricity consumption, by property subsector (%)",Office,100%
page_110.png,,,,
page_111.png,,,,
page_112.png,,,,
page_113.png,Not Applicable,Not Applicable,Not Applicable,Not Applicable
page_114.png,Legal Compliance,Total Amount of Fines,,"48,000"
page_115.png,,,,
page_116.png,VI. Total Suspended Solids,mg/litre,,45
page_117.png,Employee,Employee resignation rate,%,16.1
page_118.png,GHG Emissions Performance,GHG Emissions (tCO2_e) - Construction Sites,"GFA >80,000m²",777.19
page_119.png,Scope of GHG emissions,Direct GHG emissions,Scope 1,"1,455 Tonnes CO2e"
page_120.png,Management Responsibility,GHG report preparation location,Corporate Office,"9 Raffles Place, Republic Plaza, #36-00, Singapore 048619"
page_121.png,Scope of GHG emissions,Direct GHG emissions (Scope 1),,"1,455"
page_122.png,Highly Critical Material Issues,"Occupational Health, Safety and Well-being",GRI 403-4,"Worker participation, consultation, and communication on occupational health and safety"
page_123.png,"Occupational Health, Safety and Well-being",GRI 403-9,Work-related injuries,N/A
page_124.png,Innovation,CRE8,"Type and number of sustainability certification, rating and labelling schemes for new construction, management, occupation and redevelopment",
page_125.png,Energy Efficiency and Adoption of Renewables,GRI 302-4,Reduction of energy consumption,
page_126.png,Climate Resilience,GRI 305-4,GHG emissions intensity,
page_127.png,Critical Material Issues,8,Healthy Buildings,GRI 416-1
page_128.png,Ethical and Transparent Business,GRI 307-1,Non-compliance with environmental laws and regulations,
page_129.png,Moderate Material Issues,GRI 303-3,Water withdrawal,
page_130.png,Water and Waste Management,GRI 306-4,Waste diverted from disposal,
page_131.png,SASB Real Estate Industry Standard,Energy Management,"Energy consumption data coverage as a percentage of total floor area, by property subsector",
page_132.png,Governance,REQ-01,Governance,
page_133.png,,,,
page_134.png,,,,
page_135.png,Organisational Profile,102-1,Name of the organization,2
page_136.png,Governance,GRI 102: General Disclosures 2016,Governance structure,102-18
page_137.png,Reporting Practice,102-45,Entities included in the consolidated financial statements,AR 2020 (21)
page_138.png,Innovation,GRI 103: Management Approach 2016,Explanation of the material topic and its Boundary,"20, 23"
page_139.png,GRI 201: Economic Performance 2016,201-1,Direct economic value generated and distributed,91
page_140.png,Stakeholder Impact and Partnerships,GRI 103: Management Approach 2016,Explanation of the material topic and its Boundary,"20, 25"
page_141.png,Healthy Buildings,GRI 103: Management Approach 2016,103-1 Explanation of the material topic and its Boundary,"Page reference and reasons for omissions: 20,25"
page_142.png,GRI 205: Anti-Corruption 2016,205-1,Operations assessed for risks related to corruption,74
page_143.png,GRI 402: Labor/ Management Relations 2016,402-1,Minimum notice periods regarding operational changes,81
